training,test
278.637874399821,223.45014450073242
211.06780937194824,205.37915008544923
200.4126990000407,198.18653884887695
195.03570999145506,193.53248001098632
190.47442588806152,188.77575866699217
184.91165908813477,183.42057250976563
179.42590629577637,177.88174774169923
174.71556513468425,173.74417251586914
171.44567507425944,171.1983399963379
168.9177333831787,169.41256240844726
166.87755737304687,167.31211227416992
165.20244033813478,166.01220184326172
163.82038134257,164.83352951049804
162.6248410288493,163.24500900268555
161.37636878967285,162.18985778808593
160.31416882832846,161.42727294921875
159.23367818196616,159.93924713134766
158.2322737375895,158.90274307250976
157.2377646891276,158.0885107421875
156.31697695414226,157.1495687866211
155.48674799601238,156.23159606933595
154.64119099934896,155.300291595459
153.8771988805135,154.69665649414063
153.19145722707114,154.19016387939453
152.53724235534668,153.11537948608398
151.909572652181,152.98646911621094
151.30824286142985,152.43093215942383
150.7485247294108,151.80713912963867
150.21530292510985,151.50306930541993
149.75700505574545,150.93882034301757
149.26222971598307,150.1005889892578
148.77808605194093,149.86036224365233
148.31747225443522,149.3162399291992
147.94532026926677,149.09343780517577
147.52228385925292,148.6533853149414
147.14643965403238,148.50947677612305
146.75411591847737,147.81936904907226
146.44041681925455,147.59922203063965
146.09650472005208,147.2864493560791
145.73252089182535,146.9654581451416
145.40423489888508,146.79331436157227
145.10961886088054,146.28847579956056
144.87942403157552,146.15810249328612
144.53396662394206,145.95369750976562
144.22947366078694,145.84806350708007
143.9781288401286,145.1291512298584
143.6991287612915,145.18527023315428
143.41909951527913,144.6062052154541
143.15070095062256,145.0147617340088
142.93261105855305,144.30365127563476
142.6485791015625,143.9575880432129
142.43138348897298,144.22276565551758
142.19281575520833,143.55130027770997
141.9604139582316,143.22523818969728
141.72404154459636,143.21557258605958
141.5423161315918,143.21192024230956
141.33346291859945,142.9490859222412
141.11120095570882,142.84089996337892
140.9209883117676,142.78952033996583
140.70421340942383,142.69761207580567
140.52502901713052,142.16418174743652
140.39185348510742,141.94703887939454
140.14002759297688,141.84080345153808
139.99840716044108,142.0112145996094
139.8301202392578,141.70229797363282
139.64998203277588,141.36628242492677
139.50147514343263,141.38583473205566
139.35087493896484,141.60691146850587
139.1745274225871,141.13939422607422
