training,test
307.4927575174967,305.64161987304686
296.49286745707195,281.5858541870117
238.81779355367024,214.4626025390625
206.3823536936442,202.20553955078125
197.35681091308595,194.7242559814453
189.32712926228842,185.71951080322265
179.82134707132974,175.47758422851564
171.22088673909505,168.4079327392578
164.46835083007812,161.66399795532226
159.0261296335856,156.67664825439454
154.52294960021973,152.79563613891602
150.67278165181477,149.1107162475586
147.17193064371745,145.9801724243164
144.13836226145426,142.9671866607666
141.61852307637534,140.37001739501954
139.45607746124267,138.06920562744142
137.4619147237142,136.1175259399414
135.69766058603923,134.54747276306153
134.144208984375,133.05671646118165
132.68601044972738,131.47370483398439
131.3132573445638,130.36623123168945
130.0733778254191,129.07766990661622
128.88388940175375,128.01729705810547
127.79416830698649,127.2726782989502
126.73693050384522,125.88335723876953
125.77193255106609,124.9277904510498
124.81105261484782,123.9665227508545
123.91613048553467,123.38509628295898
123.025280418396,122.20425415039062
122.20318205515544,121.34161651611328
121.42772959391276,120.89368934631348
120.69318673451741,120.45961647033691
119.98976689656575,119.37224128723145
119.26182219187419,118.4377880859375
118.61465727488199,118.34719017028809
117.97311765034993,117.63688407897949
117.3920734278361,116.81389595031739
116.78225783030192,116.12972114562989
116.22883829752604,115.75239517211914
115.69886922200521,114.90213493347169
115.13322516123453,114.91157501220704
114.61303993225097,114.48021942138672
114.10944728851318,113.74271110534669
113.67359709421794,113.21064796447754
113.19384112040201,113.34318252563476
112.75453341166178,112.20167533874512
112.31582646687825,111.76262413024902
111.91310568491618,111.3906974029541
111.51152374267578,111.03279441833496
111.10431634267171,110.7451107788086
110.75923393249512,110.22018653869628
110.37654661814372,109.89306327819824
110.0692093149821,109.5074715423584
109.71669780731202,109.28885307312012
109.36980257670085,109.06528388977051
109.07843180338541,109.0150870513916
108.80641513824463,108.16705787658691
108.55755115509034,108.07868347167968
108.2102848815918,107.84342178344727
107.96251736958821,107.76902214050293
107.71736373901368,107.30643493652343
107.46734034220377,107.08123260498047
107.20505382537841,106.86861557006836
106.97361148834229,107.01476165771484
106.78167162577311,106.47302024841309
106.55659804026286,106.37181465148926
106.35647525787354,106.29962356567383
106.14470570882162,106.03490257263184
105.9435234705607,105.89678367614746
105.7485462697347,105.71256797790528
105.59486515045165,105.62185607910156
105.3631361134847,105.15961036682128
105.22654499053955,105.26889587402344
105.0456560007731,104.96597312927246
104.89617376963298,104.67409225463867
104.72852762858074,104.5847560119629
104.55521228790283,104.53344963073731
104.3984633509318,104.50380538940429
104.2740661239624,104.38892761230468
104.1383741760254,104.57757843017578
103.9883120473226,104.19935523986817
103.85391679128011,103.87966232299804
103.73970790863036,104.0883039855957
103.59167358398437,103.98660804748535
103.45086493174234,103.60081344604492
103.34215906778971,103.4786833190918
103.22247318267823,103.64739585876465
103.10762472788493,103.16519607543945
103.02881051381429,103.08006881713867
102.9082613881429,102.91478271484375
102.82847935994467,103.10492790222168
102.65905255635579,103.01232597351074
102.58051937103272,102.89242279052735
102.46345607757569,102.53711280822753
102.35105396270752,102.57426719665527
102.26937843322754,102.80044082641602
102.2085987854004,102.2236784362793
102.10123207092285,102.13095962524415
102.01450164794922,102.3191529083252
101.91093040466309,102.13199226379395
101.81293106079102,102.30901985168457
101.74976320902506,101.96400665283203
101.68941298166911,102.05025428771972
101.56607440948487,101.84247848510742
101.49199937184652,102.2799536895752
101.43583213806153,102.063198928833
101.31154570261637,101.6641128540039
101.20859734853109,101.63805946350098
101.1627531560262,101.48430343627929
101.06412698109945,101.61813461303711
101.01278692881266,101.74420433044433
100.93893129984538,101.41943382263183
100.89505615234376,101.34535392761231
100.81666708628336,101.48220939636231
100.76321253458659,101.2305679321289
100.67933467864991,101.23930526733399
100.64385468800863,101.11092185974121
100.55322303771973,101.0572427368164
