training,test
305.3632807922363,289.90269653320314
241.96694262186685,223.0651840209961
216.3870288594564,212.90960662841798
208.21589322408042,205.82880157470703
201.66338485717773,199.66131408691408
196.7160506693522,195.84852325439454
192.7150219217936,191.92603164672852
189.29821418762208,189.0076580810547
186.56170570373536,187.0048471069336
184.40537694295247,184.30188110351563
182.54698020935058,182.80654067993163
180.7669852956136,180.49604766845704
177.91750498453777,177.40230361938475
174.90726402282715,175.25451385498047
172.48093910217284,172.4372073364258
170.24506220499674,170.23926177978515
167.98867848714193,167.8443768310547
165.74922960917155,165.83636459350586
163.8209768931071,163.66644287109375
162.15469482421875,162.44898544311525
160.67062395731608,161.2118246459961
159.4565796407064,160.08367477416994
158.2631169128418,158.86179397583007
157.3635282643636,157.71234252929688
156.38114303588867,156.97888946533203
155.49427291870117,156.11235702514648
154.82912307739258,154.8745278930664
154.12222618103027,155.83075653076173
153.46607752482097,153.79035934448243
152.83835698445637,153.36025848388672
152.23225313822428,153.04167221069335
151.7385529836019,153.30921661376954
151.18512570699056,152.1550537109375
150.72999404907227,152.0246112060547
150.1803598531087,151.38756790161133
149.80125401814777,151.79980010986327
149.41747141520182,151.57491577148437
148.9765050760905,150.99339462280273
148.59028373718263,150.1128692626953
148.21980690002442,149.87419006347656
147.859529393514,149.6882064819336
147.5731009674072,149.39466690063477
147.17915102640788,149.17879776000976
146.92695796966552,148.4559487915039
146.65831317901612,148.2058755493164
146.3339079284668,148.53445999145507
146.0363355255127,148.57153350830077
145.74318036397298,147.9780815887451
145.47823961893718,147.34409561157227
145.34251494089762,147.45448554992674
145.08139826456707,147.28052154541015
144.77528076171876,146.9795243835449
144.5503939565023,148.17840850830078
144.4183936436971,146.37392768859863
144.17792728424072,146.0684115600586
143.91033491770426,146.24105949401854
143.69121173858642,145.9986946105957
143.51538164774576,145.70664108276367
143.37167936960856,145.72265281677247
143.05133054097493,145.7217059326172
142.90125048319499,145.52520149230958
142.73505613962809,145.09727294921876
142.54566480000813,146.81657028198242
142.35962978363037,145.19244354248048
142.13531586964925,145.1114079284668
141.95769596099854,144.91911277770996
141.7664293416341,144.72140060424806
141.6666300837199,145.53599311828614
141.4290375137329,144.59641090393066
141.27118640899658,145.04034103393553
141.03549647013347,143.9292497253418
140.88136408487955,143.99586288452147
140.74588689168294,143.91319496154784
140.63421592712402,143.9491323852539
140.4630860900879,143.77460510253906
140.2739706293742,143.51629608154298
140.1864190419515,143.39127212524414
139.9775224685669,144.63169418334962
139.89701749165852,143.35668266296386
139.82263720194499,143.67305809020996
139.75521227518718,143.32866676330568
139.673640721639,143.72879493713378
139.62330806732177,143.97923263549805
139.5249634297689,143.12328414916993
139.3140477879842,143.43967994689942
139.08125401814777,142.8246706390381
139.02245769500732,142.85717712402345
138.8097636159261,143.85490577697755
138.6660805384318,142.75381378173827
138.63945091247558,143.34243125915526
138.57084702809652,143.16349189758301
138.28986039479574,142.72921684265137
138.291564356486,142.5937242126465
138.10225556691486,142.64063659667968
137.9652232615153,143.0663483428955
137.8688379796346,142.52250205993653
137.84248944600424,142.80008666992188
137.68181774139404,142.5199983215332
137.5675198872884,142.31495094299316
137.40459704081218,142.8771201324463
137.4079325993856,142.3409799194336
137.2459473546346,142.1174585723877
137.0909927113851,142.134116897583
137.01322902679442,142.04862022399902
136.9972850672404,142.29610153198243
136.84717975616456,142.20815063476562
136.72026968638102,142.27129997253417
136.81815006256105,142.33533348083495
136.79960833231607,142.45324592590333
136.6509445953369,142.257607421875
136.5857240931193,142.70538887023926
136.57127263387045,142.85665046691895
136.45743204752605,142.82447883605957
136.28690021514893,141.80410415649413
136.21693665822346,141.67777404785156
136.19069165547688,141.59688926696776
136.15376810709634,142.14156288146972
136.30195472717284,142.289246673584
136.21464045206704,142.96248542785645
136.18714572906495,143.1706192779541
135.9369706471761,143.6283846282959
135.86726576487223,143.75258728027345
135.772268409729,142.92434524536134
135.65656557718913,143.33056121826172
135.56019896189372,142.63335235595704
135.3874903233846,143.80212272644042
135.28763970692953,141.8493204498291
135.1364487584432,142.08006675720216
134.99270402272543,141.65151679992675
134.97448546091715,142.43235580444335
134.8780841954549,141.86792610168456
134.7993742497762,141.90720794677733
134.7182874552409,141.51821723937988
134.6742555363973,141.7794506072998
134.55684029897054,141.43940498352052
134.4542425918579,141.64582038879394
134.3661565907796,141.92321365356446
134.31883674621582,141.4160620880127
134.3154734802246,141.4783213043213
134.24262959798176,141.45414527893067
134.13710445404053,141.76066200256346
134.12903226216633,141.97044609069823
134.0800180053711,141.2978621673584
133.9806624221802,141.72636863708496
133.86389577229818,141.42319297790527
133.86959650675456,142.31518432617187
133.81281584421794,141.0739859008789
133.7909948348999,141.7781605529785
133.8032619603475,141.75230224609376
133.73013282775878,141.9803646850586
133.78342894236246,141.5955332183838
133.83682090759277,141.7054808807373
133.8177224222819,141.55269355773925
133.9993341700236,142.5350180053711
134.166125386556,144.18312469482422
134.4275859705607,143.04804122924804
134.235215771993,142.3543857574463
133.94313985188802,141.9683738708496
133.81157854715983,142.0228257751465
133.70513120015463,142.02375122070313
133.38640707651774,141.72752807617186
133.2436032485962,142.2548861694336
133.06011923472087,141.21564041137697
132.85873057047527,141.09448150634765
132.81952810923258,141.7387796783447
132.7182199605306,141.06527488708497
132.69444413503012,141.2105891418457
132.62535335540773,141.69486236572266
132.56919114430747,141.1856711578369
132.50158950805664,141.55828315734863
132.4493738555908,141.28581283569335
132.4230159378052,140.94427894592286
132.3559236907959,141.4442872619629
132.39449133555095,141.51848869323732
132.26699771881104,142.016808013916
132.26506843566895,141.10131507873535
132.25820420583088,141.59644027709962
132.19722067515056,141.9512787628174
132.23050443013508,141.13040008544922
132.18082967122396,141.71672096252442
132.3662762705485,141.7047206878662
132.4545023727417,142.4278987121582
132.71377943674725,142.5259146118164
132.7430438741048,142.56490097045898
132.71227456410725,142.0445142364502
132.62051756540933,141.42103141784668
132.49533997853598,141.77787574768067
132.44440854390461,142.7220955657959
132.261598294576,142.10120460510254
132.1725470860799,142.59191505432128
132.00308909098308,142.01929260253905
131.83211265563966,141.29046928405762
131.7130442047119,141.44304527282713
131.52220615386963,141.84398666381836
131.48728457132975,142.09264221191407
131.39880597432455,141.55300437927247
131.30064487457275,141.22020629882812
131.26173127492268,141.697791595459
131.24094991048176,141.21544517517088
131.1414939880371,142.16761985778808
